provincia,descripción,precio,caracteristicas
Cantabria,"Piso en calle de Resamano, Cotolino, Castro-Urdiales","320,000 €",3 hab. 110 m² Planta 1ª exterior con ascensor
Cantabria,"Chalet adosado en avenida Chinchapapa, Cotolino, Castro-Urdiales","589,900 €",4 hab. 180 m²
Cantabria,"Piso en calle Teresa de Calcuta, Cotolino, Castro-Urdiales","200,000 €",2 hab. 91 m² Planta 4ª exterior con ascensor
Cantabria,"Piso en calle Antonio Burgos, Centro, Castro-Urdiales","299,000 €",2 hab. 79 m² Planta 6ª exterior con ascensor
Cantabria,"Chalet adosado en avenida Chinchapapa, Cotolino, Castro-Urdiales","589,900 €",4 hab. 180 m²
Cantabria,"Piso en calle de Resamano, Cotolino, Castro-Urdiales","320,000 €",3 hab. 110 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en Manuel Diaz Munio, Centro, Castro-Urdiales","222,800 €",2 hab. 70 m² Planta 1ª exterior con ascensor
Cantabria,"Chalet adosado en Barrio Sámano-Helguera, Samano, Castro-Urdiales","335,000 €",4 hab. 192 m²
Cantabria,"Casa o chalet independiente en Barrio Pomar, Guriezo","265,000 €",4 hab. 240 m²
Cantabria,"Piso en Tregadín, Noja","195,000 €",3 hab. 76 m² Planta 3ª sin ascensor
Cantabria,Casa o chalet independiente en Valderredible,"395,000 €",14 hab. 850 m²
Cantabria,"Piso en silvestre ochoa, Playa Ostende, Castro-Urdiales","174,000 €",2 hab. 80 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en Brazomar, Brazomar, Castro-Urdiales","176,000 €",2 hab. 65 m² Bajo exterior con ascensor
Cantabria,"Piso en calle San Fernando, Cuatro Caminos, Santander","270,000 €",6 hab. 114 m² Planta 10ª exterior con ascensor
Cantabria,"Chalet pareado en Santullán, Mioño-Santullán, Castro-Urdiales","224,490 €",3 hab. 140 m²
Cantabria,"Piso en calle Floranes, 10, Numancia - San Fernando, Santander","240,000 €",3 hab. 117 m² Planta 5ª interior con ascensor
Cantabria,"Piso en calle Alta, 47, Numancia - San Fernando, Santander","125,000 €",3 hab. 94 m² Planta 2ª exterior sin ascensor
Cantabria,"Piso en avenida de Francia, Zona Playa, Laredo","299,900 €",3 hab. 139 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en calle Ángel Gutiérrez Unzúe, Centro, Laredo","89,500 €",2 hab. 51 m² Planta 4ª exterior sin ascensor
Cantabria,"Piso en Centro, Laredo","89,900 €",3 hab. 93 m² Planta 4ª exterior sin ascensor
Cantabria,Casa o chalet independiente en Ajo,"339,000 €",3 hab. 160 m²
Cantabria,Piso en Santoña,"220,000 €",9 hab. 145 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en calle de Silvestre Ochoa, 40, Playa Ostende, Castro-Urdiales","174,000 €",2 hab. 76 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en calle Madrid, Castilla - Hermida, Santander","115,000 €",5 hab. 112 m² Planta 1ª exterior con ascensor
Cantabria,Piso en Santoña,"149,000 €",2 hab. 95 m² Planta 4ª exterior con ascensor
Cantabria,Chalet pareado en Limpias,"254,800 €",4 hab. 192 m²
Cantabria,Piso en Colindres,"120,000 €",2 hab. 90 m² Planta 1ª exterior con ascensor
Cantabria,Piso en Santoña,"203,000 €",3 hab. 106 m² Planta 2ª exterior con ascensor
Cantabria,"Casa o chalet independiente en Bº de Arriba, 11, Marina de Cudeyo","570,000 €",4 hab. 414 m²
Cantabria,"Piso en pasaje de Peña, 1, Centro - Ayuntamiento, Santander","590,000 €",5 hab. 223 m² Planta 5ª exterior con ascensor
Cantabria,"Casa o chalet independiente en La concha, 6, Suances","1,150,000 €",6 hab. 591 m²
Cantabria,"Piso en calle los Indianos, Numancia - San Fernando, Santander","125,000 €",3 hab. 65 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en calle Heliodoro Fernández, Colindres","146,000 €",3 hab. 110 m² Planta 2ª exterior sin ascensor
Cantabria,"Chalet en El Arco-Rota-Fonegra, Noja","329,000 €",4 hab. 180 m²
Cantabria,"Casa o chalet independiente en Barrio la Calzada, 1028, Arce, Piélagos","475,000 €",6 hab. 297 m²
Cantabria,"Casa o chalet independiente en Barrio Ruiloba, 124, Ruiloba","629,000 €",6 hab. 228 m²
Cantabria,"Chalet adosado en avenida de los Castros, 11, El Sardinero, Santander","1,100,000 €",14 hab. 331 m²
Cantabria,"Dúplex en Barrio Cóbreces, 53, Cóbreces","205,000 €",3 hab. 130 m² Planta 1ª exterior sin ascensor
Cantabria,"Piso en calle la Torre, 60, Monte, Santander","265,000 €",3 hab. 95 m² Planta 2ª exterior con ascensor
Cantabria,"Piso en travesía Conde de Albox, 11, Limpias","120,000 €",3 hab. 93 m² Planta 3ª exterior sin ascensor
Cantabria,"Chalet en avenida Parayas, 12, Maliaño, Camargo","395,000 €",5 hab. 254 m²
Cantabria,"Ático en calle San Marcial, Centro, Laredo","150,000 €",2 hab. 123 m² Planta 2ª exterior sin ascensor
Cantabria,"Piso en calle Doctor Federico de la Lastra, Centro, Laredo","135,000 €",2 hab. 60 m² Planta 1ª exterior sin ascensor
Cantabria,"Piso en calle Calderón de la Barca, 4, Castilla - Hermida, Santander","370,000 €",5 hab. 165 m² Planta 4ª exterior con ascensor
Cantabria,"Piso en calle Juan José Pérez del Molino, 18, General Dávila, Santander","230,000 €",3 hab. 94 m² Planta 3ª exterior sin ascensor
Cantabria,"Piso en avenida de España, Centro, Laredo","165,000 €",3 hab. 75 m² Planta 2ª exterior sin ascensor
Cantabria,"Piso en calle Hermandad de Donantes de Sangre, 2, Muriedas, Camargo","134,999 €",3 hab. 127 m² Planta 2ª exterior con ascensor
Cantabria,"Piso en calle República de Colombia, 11, Zona Playa, Laredo","140,000 €",2 hab. 64 m² Planta 4ª exterior con ascensor
Cantabria,"Piso en Tregadín, Noja","165,000 €",2 hab. 69 m² Planta 4ª con ascensor
Cantabria,"Piso en calle Don Daniel, El Sardinero, Santander","800,000 €",4 hab. 183 m² Planta 2ª exterior con ascensor
Cantabria,"Casa o chalet independiente en Barrio la Venta, Argoños","495,000 €",5 hab. 208 m²
Cantabria,"Casa o chalet independiente en San Esteban, Reocin","1,050,000 €",7 hab. 707 m²
Cantabria,"Piso en calle joaquín costa, El Sardinero, Santander","795,000 €",5 hab. 269 m² Planta 5ª exterior con ascensor
Cantabria,"Piso en Palacio, Noja","124,000 €",2 hab. 65 m² con ascensor
Cantabria,"Piso en El Arco-Rota-Fonegra, Noja","175,000 €",2 hab. 75 m² con ascensor
Cantabria,"Casa o chalet independiente en Barrio los Términos, Viveda","374,000 €",4 hab. 395 m²
Cantabria,Casa o chalet independiente en Rasines,"120,000 €",3 hab. 90 m²
Cantabria,"Piso en Helgueras, Noja","165,000 €",2 hab. 69 m² Planta 2ª con ascensor
Cantabria,Casa o chalet independiente en Argoños,"234,000 €",3 hab. 180 m²
Cantabria,"Casa o chalet independiente en calle República Dominicana, Zona Playa, Laredo","350,000 €",4 hab. 143 m²
Cantabria,"Casa o chalet independiente en marques de alvarado, Barcena de Cicero","315,000 €",4 hab. 185 m²
Cantabria,"Casa o chalet independiente en Samano, Castro-Urdiales","325,000 €",3 hab. 179 m²
Cantabria,"Piso en Ris, Noja","167,000 €",2 hab. 65 m² Planta 3ª con ascensor
Cantabria,"Casa o chalet independiente en calle República Dominicana, Zona Playa, Laredo","350,000 €",4 hab. 143 m²
Cantabria,Piso en Santoña,"190,000 €",10 hab. 312 m² Planta 1ª exterior sin ascensor
Cantabria,"Piso en Nuestra Señora, Centro, Castro-Urdiales","185,000 €",4 hab. 110 m² Planta 2ª exterior sin ascensor
Cantabria,"Piso en calle Amos de Escalante, Centro - Ayuntamiento, Santander","430,000 €",5 hab. 162 m² Planta 7ª exterior con ascensor
Cantabria,"Piso en calle Calderón de la Barca, Castilla - Hermida, Santander","299,000 €",5 hab. 153 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en calle Isaac Peral, Numancia - San Fernando, Santander","160,000 €",2 hab. 94 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en calle Hernán Cortés, Puerto Chico, Santander","525,000 €",3 hab. 156 m² Planta 5ª exterior con ascensor
Cantabria,"Piso en calle Hernán Cortés, Centro - Ayuntamiento, Santander","660,000 €",5 hab. 221 m² Planta 4ª exterior con ascensor
Cantabria,"Piso en avenida de Cantabria, Valdenoja, Santander","480,000 €",3 hab. 143 m² Planta 2ª exterior con ascensor
Cantabria,"Piso en calle Macías Picavea, General Dávila, Santander","127,000 €",2 hab. 66 m² Planta 5ª exterior sin ascensor
Cantabria,"Piso en avenida de los Castros, Los Castros, Santander","290,000 €",3 hab. 105 m² Planta 5ª exterior con ascensor
Cantabria,"Piso en avenida de la Reina Victoria, Puerto Chico, Santander","540,000 €",4 hab. 152 m² Planta 1ª exterior con ascensor
Cantabria,"Casa o chalet independiente en Barrio Bucarrero, Liérganes","339,000 €",3 hab. 215 m²
Cantabria,"Piso en calle Leonardo Rucabado, Centro, Castro-Urdiales","205,000 €",3 hab. 90 m² Planta 2ª exterior con ascensor
Cantabria,"Piso en paseo Barón de Adzaneta, Ramales de la Victoria","148,000 €",3 hab. 100 m² Bajo exterior con ascensor
Cantabria,"Piso en calle General Santiago, Santoña","140,000 €",2 hab. 71 m² Planta 2ª exterior con ascensor
Cantabria,"Chalet en Barrio la Riestre, Entrambasaguas","295,000 €",6 hab. 160 m²
Cantabria,"Chalet en calle la Soledad, Bezana, Santa Cruz de Bezana","611,999 €",5 hab. 250 m²
Cantabria,"Piso en calle República Argentina, Centro, Castro-Urdiales","420,000 €",4 hab. 154 m² Planta 6ª exterior con ascensor
Cantabria,"Chalet pareado en Barrio Carasa-Rioseco, Voto","410,000 €",5 hab. 351 m²
Cantabria,"Piso en calle Nuestra Señora, Centro, Castro-Urdiales","185,000 €",4 hab. 111 m² Planta 2ª exterior sin ascensor
Cantabria,"Piso en calle Alday, Maliaño, Camargo","144,900 €",3 hab. 90 m² Planta 4ª exterior con ascensor
Cantabria,"Chalet en avenida José María de Pereda, Sancibrián, Santa Cruz de Bezana","398,000 €",4 hab. 195 m²
Cantabria,"Piso en avenida de Pontejos, 29, El Sardinero, Santander","830,000 €",4 hab. 182 m² Planta 7ª exterior con ascensor
Cantabria,"Finca rústica en El Callejo - La Pesquera - La Arenosa, Laredo","149,000 €",4 hab. 200 m²
Cantabria,"Chalet adosado en calle las Palmas, Muriedas, Camargo","229,000 €",4 hab. 146 m²
Cantabria,"Piso en calle Santa Lucía, Puerto Chico, Santander","489,500 €",3 hab. 149 m² Planta 3ª exterior con ascensor
Cantabria,"Dúplex en Barrio el Puerto, 15, Pontejos","170,000 €",2 hab. 86 m² Planta 1ª exterior sin ascensor
Cantabria,"Piso en calle la Paz Hinojedo 39350, 14, Suances","100,000 €",3 hab. 100 m² Planta 1ª exterior sin ascensor
Cantabria,"Piso en paseo del Ferrocarril, 11, El Astillero","95,000 €",1 hab. 66 m² Bajo exterior con ascensor
Cantabria,"Casa o chalet independiente en calle Umpera, 145, Miengo","298,000 €",4 hab. 155 m²
Cantabria,"Casa o chalet independiente en calle Umpera, 145, Miengo","298,000 €",4 hab. 155 m²
Cantabria,"Piso en calle San Juan, Bezana, Santa Cruz de Bezana","209,000 €",2 hab. 77 m² Bajo exterior con ascensor
Cantabria,"Piso en avenida de España, Centro, Laredo","245,000 €",3 hab. 125 m² Planta 4ª exterior con ascensor
Cantabria,"Piso en calle Santander, 11, Colindres","145,000 €",3 hab. 107 m² Planta 2ª exterior con ascensor
Cantabria,"Casa o chalet independiente en Barrio El Cristo, 7, Voto","199,500 €",3 hab. 137 m²
Cantabria,"Piso en Barrio la Pesquera, El Callejo - La Pesquera - La Arenosa, Laredo","156,000 €",2 hab. 65 m² Planta 2ª exterior con ascensor
Cantabria,"Casa o chalet independiente en Barrio Cos, Mazcuerras","795,000 €",4 hab. 373 m²
Cantabria,"Piso en calle Boo, Guarnizo","175,000 €",3 hab. 115 m² Planta 2ª exterior con ascensor
Cantabria,"Casa o chalet independiente en Barrio Tepavian, 25, Voto","168,000 €",3 hab. 150 m²
Cantabria,"Chalet pareado en El Valle, s/n, Suances","280,000 €",3 hab. 113 m²
Cantabria,Finca rústica en Reocin,"190,000 €",5 hab. 366 m²
Cantabria,"Piso en calle Emperador, Centro, Laredo","193,000 €",4 hab. 120 m² Planta 2ª exterior con ascensor
Cantabria,"Dúplex en calle san antonio, 21, San Vicente de la Barquera","119,000 €",2 hab. 65 m² Planta 2ª exterior sin ascensor
Cantabria,"Casa o chalet independiente en Suesa, 161, Suesa, Ribamontan al Mar","455,000 €",4 hab. 158 m²
Cantabria,"Piso en Silvestre Ochoa, s/n, Centro, Castro-Urdiales","399,000 €",3 hab. 110 m² Planta 1ª exterior con ascensor
Cantabria,"Casa o chalet independiente en Barrio la Cagiga, 18, Arce, Piélagos","416,000 €",5 hab. 287 m²
Cantabria,"Piso en Casar de Periedo, 197, Cabezon de la Sal","270,000 €",3 hab. 182 m² Bajo exterior sin ascensor
Cantabria,"Casa o chalet independiente en Villanueva de la Peña, 36, Mazcuerras","420,000 €",5 hab. 307 m²
Cantabria,"Piso en Barrio la Estación, 13, Beranga","92,000 €",2 hab. 73 m² Planta 2ª exterior con ascensor
Cantabria,Casa o chalet independiente en Solorzano,"189,000 €",4 hab. 110 m²
Cantabria,"Casa o chalet independiente en La Quintana, 28, Marina de Cudeyo","395,000 €",5 hab. 250 m²
Cantabria,"Piso en Barrio Gama, 37, Barcena de Cicero","120,000 €",2 hab. 82 m² Bajo exterior con ascensor
Cantabria,"Casa o chalet independiente en eugenio lópez doriga, 3, Maliaño, Camargo","280,000 €",6 hab. 186 m²
Cantabria,"Finca rústica en Barrio Tarriba, 34, Liérganes","77,000 €",1 hab. 171 m²
Cantabria,"Casa o chalet independiente en paseo Ocharan Mazas, s/n, Brazomar, Castro-Urdiales","2,040,000 €",5 hab. 300 m²
Cantabria,"Casa o chalet independiente en calle Tagle Abajo, 22, Suances","329,000 €",5 hab. 250 m²
Cantabria,"Chalet pareado en avenida de los derechos humanos, s/n, El Puntal, Laredo","265,000 €",5 hab. 280 m²
Cantabria,"Dúplex en El LLano, 2, Udias","125,000 €",2 hab. 65 m² Planta 1ª exterior sin ascensor
Cantabria,"Piso en calle República de Colombia, 16, Zona Playa, Laredo","74,000 €",1 hab. 40 m² Planta 3ª exterior con ascensor
Cantabria,"Piso en Helgueras, Noja","120,000 €",2 hab. 60 m² Planta 1ª
Cantabria,"Dúplex en El LLano, 2, Udias","125,000 €",2 hab. 65 m² Planta 1ª exterior sin ascensor
Cantabria,"Dúplex en Barrio el Llano, 30, Udias","109,000 €",2 hab. 72 m² Planta 1ª exterior sin ascensor
Cantabria,"Ático en Poblado Santiago Cartes, 68, Cartes","105,000 €",3 hab. 94 m² Planta 3ª exterior sin ascensor
Cantabria,"Piso en Barrio El Jurrio, 33, Parbayón, Piélagos","117,000 €",1 hab. 57 m² Bajo exterior con ascensor
Cantabria,"Casa o chalet independiente en Carasa, 61, Voto","318,000 €",4 hab. 217 m²
Cantabria,Casa o chalet independiente en Santa Maria de Cayon,"449,000 €",6 hab. 383 m²
Cantabria,"Chalet pareado en avenida de los derechos humanos, s/n, El Puntal, Laredo","265,000 €",5 hab. 280 m²
Cantabria,Piso en Santoña,"129,000 €",2 hab. 79 m² Planta 3ª exterior con ascensor
Cantabria,Piso en Santoña,"110,000 €",4 hab. 94 m² Bajo exterior sin ascensor
Cantabria,"Casa o chalet independiente en plaza Francisco Perojo Cagigas, 1, Solares","290,000 €",12 hab. 617 m²
Cantabria,"Piso en calle Piélagos, 50, Suances","159,000 €",1 hab. 57 m² Bajo exterior sin ascensor
Cantabria,"Piso en calle Quintana, 5, Suances","175,000 €",2 hab. 70 m² Planta 1ª exterior con ascensor
Cantabria,"Chalet adosado en Barrio Sonabia, 7, Oriñón-Allendagua, Castro-Urdiales","269,000 €",4 hab. 185 m²
Cantabria,"Casa o chalet independiente en calle las Peñias, 6, Suances","990,000 €",6 hab. 375 m²
Cantabria,"Chalet adosado en calle Juan Palencia, 12, Muriedas, Camargo","259,900 €",4 hab. 211 m²
Cantabria,"Casa o chalet independiente en calle Somonte, 79, Alisal - Cazoña - San Román, Santander","530,000 €",5 hab. 300 m²
Cantabria,"Piso en calle Joaquín Cayón, El Parque - Zapatón, Torrelavega","155,000 €",3 hab. 112 m² Planta 1ª exterior con ascensor
Cantabria,"Piso en calle Antonio Quirós, 7, Puerto Chico, Santander","160,000 €",3 hab. 70 m² Entreplanta exterior sin ascensor
Cantabria,"Casa o chalet independiente en Barrio las Cerreas, Liencres, Piélagos","490,000 €",4 hab. 260 m²
Cantabria,"Casa o chalet independiente en calle El Rao, Barcena de Cicero","280,000 €",4 hab. 250 m²
Cantabria,"Casa o chalet independiente en Ca-431, Suesa, Ribamontan al Mar","350,000 €",3 hab. 240 m²
Cantabria,"Chalet pareado en Samano, Samano, Castro-Urdiales","460,000 €",4 hab. 285 m²
Cantabria,"Piso en calle El Pelegrín, Centro, Laredo","160,000 €",3 hab. 89 m² Planta 2ª exterior sin ascensor
Cantabria,"Chalet pareado en Barrio la Hoya, Argoños","240,000 €",4 hab. 189 m²
Cantabria,"Chalet pareado en Barrio Villasuso, Villasuso (Anievas)","99,900 €",3 hab. 356 m²
Cantabria,"Casa o chalet independiente en avenida de Valdecilla, Cuatro Caminos, Santander","499,000 €",3 hab. 182 m²
Cantabria,"Dúplex en calle Ria De Solia, El Astillero","159,000 €",3 hab. 130 m² Planta 4ª exterior con ascensor
Cantabria,"Piso en Barrio San Martín, Zurita, Piélagos","105,000 €",3 hab. 110 m² Planta 1ª exterior sin ascensor
Cantabria,"Casa o chalet independiente en Barrio el Bosque, Loredo, Ribamontan al Mar","980,000 €",6 hab. 350 m²
Cantabria,"Piso en Helgueras, Noja","120,000 €",2 hab. 60 m² Planta 1ª
Cantabria,"Dúplex en El LLano, 2, Udias","125,000 €",2 hab. 65 m² Planta 1ª exterior sin ascensor
Cantabria,"Dúplex en Barrio el Llano, 30, Udias","109,000 €",2 hab. 72 m² Planta 1ª exterior sin ascensor
Cantabria,"Ático en Poblado Santiago Cartes, 68, Cartes","105,000 €",3 hab. 94 m² Planta 3ª exterior sin ascensor
Cantabria,"Piso en Barrio El Jurrio, 33, Parbayón, Piélagos","117,000 €",1 hab. 57 m² Bajo exterior con ascensor
Cantabria,"Casa o chalet independiente en Carasa, 61, Voto","318,000 €",4 hab. 217 m²
Cantabria,Casa o chalet independiente en Santa Maria de Cayon,"449,000 €",6 hab. 383 m²
Cantabria,"Chalet pareado en avenida de los derechos humanos, s/n, El Puntal, Laredo","265,000 €",5 hab. 280 m²
Cantabria,Piso en Santoña,"129,000 €",2 hab. 79 m² Planta 3ª exterior con ascensor
Cantabria,Piso en Santoña,"110,000 €",4 hab. 94 m² Bajo exterior sin ascensor
Cantabria,"Casa o chalet independiente en plaza Francisco Perojo Cagigas, 1, Solares","290,000 €",12 hab. 617 m²
Cantabria,"Piso en calle Piélagos, 50, Suances","159,000 €",1 hab. 57 m² Bajo exterior sin ascensor
Cantabria,"Piso en calle Quintana, 5, Suances","175,000 €",2 hab. 70 m² Planta 1ª exterior con ascensor
Cantabria,"Chalet adosado en Barrio Sonabia, 7, Oriñón-Allendagua, Castro-Urdiales","269,000 €",4 hab. 185 m²
